No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue,Volume,Industry,Sector,Net Income,FCF,Net Cash,Rev. Growth
1682,EWCZ,"European Wax Center, Inc.",216.40M,3.910,-5.56%,216.92M,"558,297",Household & Personal Products,Consumer Staples,-1.86%,10.46M,55.99M,-331.09M
1683,FSTR,L.B. Foster Company,215.91M,20.08,-2.43%,530.77M,"38,020",Railroads,Industrials,-2.39%,42.95M,12.84M,-62.54M
1684,SWKH,SWK Holdings Corporation,215.77M,17.61,0.51%,27.55M,"4,528",Asset Management,Financials,-18.98%,13.49M,22.91M,-25.48M
1685,SVCC,Stellar V Capital Corp.,215.72M,9.98,-,-,"2,010",Shell Companies,Financials,-,-,-,-
1686,PWOD,"Penns Woods Bancorp, Inc.",214.68M,28.20,-2.49%,68.38M,"9,966",Banks - Regional,Financials,6.11%,17.74M,18.17M,-270.71M
1687,ANIK,"Anika Therapeutics, Inc.",214.20M,15.11,-2.52%,119.91M,"45,060",Drug Manufacturers - Specialty & Generic,Healthcare,-0.73%,-56.39M,-2.33M,29.70M
1688,GASS,StealthGas Inc.,212.73M,5.79,-1.53%,167.26M,"57,628",Marine Shipping,Industrials,16.54%,69.86M,-2.67M,-4.24M
1689,RGCO,"RGC Resources, Inc.",212.43M,20.63,-1.76%,87.51M,"6,643",Utilities - Regulated Gas,Utilities,-1.20%,12.01M,-3.72M,-153.69M
1690,CRNT,Ceragon Networks Ltd.,212.33M,2.390,-1.24%,394.19M,"1,061,227",Communication Equipment,Technology,13.54%,24.06M,11.62M,-5.80M
1691,LCNB,LCNB Corp.,211.94M,14.97,-0.20%,79.24M,"27,807",Banks - Regional,Financials,13.71%,13.41M,89.44M,-125.27M
1692,BPRN,"Princeton Bancorp, Inc.",211.33M,30.56,-1.70%,69.58M,"1,874",Banks - Regional,Financials,0.35%,10.24M,13.21M,94.41M
1693,EJH,E-Home Household Service Holdings Limited,211.24M,1.150,0.88%,50.69M,"1,345,491",Personal Services,Consumer Discretionary,-25.81%,-19.39M,-11.45M,97.90M
1694,WILC,G. Willi-Food International Ltd.,210.92M,15.21,-2.44%,158.09M,"5,181",Food Distribution,Consumer Staples,5.99%,19.31M,-1.56M,66.28M
1695,TVGN,Tevogen Bio Holdings Inc.,210.06M,1.200,-,-,"217,346",Biotechnology,Healthcare,-,-4.50M,-10.93M,-633.86K
1696,ESCA,"Escalade, Incorporated",209.18M,15.30,-2.98%,251.51M,"9,415",Leisure,Consumer Discretionary,-4.57%,12.99M,34.01M,-22.63M
1697,FFNW,"First Financial Northwest, Inc.",209.02M,22.67,0.09%,37.61M,"38,178",Banks - Regional,Financials,-13.59%,1.07M,711.00K,-60.54M
1698,OVLY,Oak Valley Bancorp,207.60M,25.12,-0.51%,78.21M,"9,482",Banks - Regional,Financials,-3.99%,24.95M,-,205.72M
1699,LXRX,"Lexicon Pharmaceuticals, Inc.",206.23M,0.571,64.13%,31.08M,"400,310,753",Biotechnology,Healthcare,"2,481.48%",-200.40M,-179.81M,131.88M
1700,INBX,"Inhibrx Biosciences, Inc.",204.40M,14.12,-1.40%,200.00K,"114,479",Biotechnology,Healthcare,-88.89%,1.69B,-197.01M,144.55M
1701,MAPS,"WM Technology, Inc.",204.19M,1.210,-2.42%,184.51M,"348,157",Software - Application,Technology,-1.85%,7.64M,25.04M,21.87M
1702,HCAI,"Huachen AI Parking Management Technology Holding Co., Ltd",203.04M,6.40,-13.63%,53.68M,"395,685",Specialty Industrial Machinery,Industrials,534.84%,3.18M,455.83K,-12.94M
1703,OPRT,Oportun Financial Corporation,202.71M,5.61,-7.12%,763.62M,"508,874",Credit Services,Financials,-12.98%,-78.68M,393.52M,-2.75B
1704,MFIN,Medallion Financial Corp.,202.52M,9.06,1.46%,302.56M,"53,320",Credit Services,Financials,14.58%,35.88M,115.51M,-2.21B
1705,FXNC,First National Corporation,202.37M,22.55,-1.31%,58.02M,"13,546",Banks - Regional,Financials,18.29%,6.97M,-,132.42M
1706,VYGR,"Voyager Therapeutics, Inc.",201.51M,3.650,-2.41%,80.00M,"275,488",Biotechnology,Healthcare,-68.00%,-65.00M,-18.83M,288.66M
1707,ELDN,"Eledon Pharmaceuticals, Inc.",200.60M,3.350,-1.76%,-,"179,339",Biotechnology,Healthcare,-,-36.18M,-47.27M,139.22M
1708,LAZR,"Luminar Technologies, Inc.",200.28M,6.02,-2.20%,75.40M,"2,688,629",Auto Parts,Consumer Discretionary,8.05%,-273.14M,-281.14M,-351.98M
1709,TSSI,"TSS, Inc.",200.24M,8.25,-3.06%,148.14M,"1,666,822",Information Technology Services,Technology,172.33%,5.98M,-,-9.48M
1710,ZSPC,"zSpace, Inc.",200.19M,8.19,-19.63%,38.10M,"118,809",Computer Hardware,Technology,-13.26%,-20.82M,-,-15.45M
1711,DENN,Denny's Corporation,199.73M,3.870,-3.25%,452.33M,"927,677",Restaurants,Consumer Discretionary,-2.50%,21.57M,918.00K,-405.39M
1712,WGRX,"Wellgistics Health, Inc.",198.43M,3.820,-1.29%,18.13M,"99,257",Medical Distribution,Healthcare,-,-6.86M,-,-23.97M
1713,CKPT,"Checkpoint Therapeutics, Inc.",197.28M,4.040,0.25%,41.00K,"520,285",Biotechnology,Healthcare,-60.19%,-56.24M,-,6.60M
1714,BDMD,Baird Medical Investment Holdings Limited,197.14M,5.51,-6.93%,33.05M,"24,687",Medical Devices,Healthcare,-82.48%,12.55M,-7.48M,-13.86M
1715,EHTH,"eHealth, Inc.",197.02M,6.58,-5.19%,532.41M,"135,092",Insurance Brokers,Financials,17.56%,-34.96M,-20.46M,-14.68M
1716,SLDP,"Solid Power, Inc.",196.55M,1.080,-2.70%,20.14M,"1,282,146",Auto Parts,Consumer Discretionary,15.68%,-96.52M,-79.84M,108.79M
1717,VABK,Virginia National Bankshares Corporation,196.31M,36.55,-2.40%,53.66M,"2,409",Banks - Regional,Financials,-5.65%,16.97M,-,-12.03M
1718,FVCB,"FVCBankcorp, Inc.",195.94M,10.66,-0.19%,58.12M,"9,867",Banks - Regional,Financials,42.12%,15.06M,18.09M,14.62M
1719,ACIU,AC Immune SA,195.91M,1.980,-1.00%,30.14M,"98,361",Biotechnology,Healthcare,84.51%,-56.19M,74.00M,176.63M
1720,FLXS,"Flexsteel Industries, Inc.",195.81M,37.16,-3.33%,430.53M,"10,212","Furnishings, Fixtures & Appliances",Consumer Discretionary,7.75%,19.92M,20.76M,-54.02M
1721,FHTX,Foghorn Therapeutics Inc.,195.76M,3.520,-9.28%,22.60M,"66,527",Biotechnology,Healthcare,-33.83%,-86.62M,-101.31M,206.62M
1722,HWBK,"Hawthorn Bancshares, Inc.",194.79M,27.90,0.98%,71.88M,"21,835",Banks - Regional,Financials,36.16%,18.26M,22.59M,-80.70M
1723,JRVR,"James River Group Holdings, Ltd.",193.99M,4.250,-2.52%,707.63M,"132,232",Insurance - Specialty,Financials,-12.62%,-118.27M,-251.98M,51.89M
1724,III,"Information Services Group, Inc.",193.02M,4.000,6.10%,247.59M,"159,531",Information Technology Services,Technology,-14.94%,2.84M,17.04M,-41.99M
1725,BSII,Black Spade Acquisition II Co,192.59M,10.07,-1.57%,-,2,Shell Companies,Financials,-,1.85M,-,2.12M
1726,CRGX,"CARGO Therapeutics, Inc.",192.50M,4.180,0.24%,-,"255,879",Biotechnology,Healthcare,-,-167.50M,-144.19M,338.67M
1727,LAKE,"Lakeland Industries, Inc.",192.44M,20.26,-0.98%,151.82M,"65,475",Apparel Manufacturing,Consumer Discretionary,23.99%,-614.00K,-11.36M,-30.00M
1728,NVX,NOVONIX Limited,192.23M,1.150,-10.85%,5.85M,"81,844",Electrical Equipment & Parts,Industrials,-27.32%,-74.82M,-70.32M,-28.90M
1729,FUNC,First United Corporation,192.19M,29.69,-3.57%,76.87M,"13,050",Banks - Regional,Financials,10.26%,20.57M,20.36M,-109.40M
1730,PLCE,"The Children's Place, Inc.",191.98M,8.72,-2.35%,1.43B,"163,666",Apparel Manufacturing,Consumer Discretionary,-10.66%,-178.67M,-122.60M,-695.83M
1731,JYNT,The Joint Corp.,191.96M,12.65,-0.78%,51.90M,"149,604",Medical Care Facilities,Healthcare,10.47%,-8.53M,8.23M,24.60M
1732,PVBC,"Provident Bancorp, Inc.",191.71M,11.46,-3.05%,55.40M,"21,657",Banks - Regional,Financials,-15.95%,7.27M,-,120.72M
1733,ESSA,"ESSA Bancorp, Inc.",191.18M,18.93,-1.97%,67.43M,"9,893",Banks - Regional,Financials,-1.64%,16.61M,9.46M,-168.80M
1734,WNEB,"Western New England Bancorp, Inc.",190.71M,9.29,-1.48%,73.39M,"38,298",Banks - Regional,Financials,-6.28%,11.67M,10.97M,-64.36M
1735,CTRN,"Citi Trends, Inc.",190.07M,22.63,-0.61%,753.08M,"84,568",Apparel Retail,Consumer Discretionary,0.69%,-43.17M,-,-159.31M
1736,AENT,Alliance Entertainment Holding Corporation,189.56M,3.720,-7.46%,1.07B,"69,703",Entertainment,Communication Services,-5.00%,6.60M,35.67M,-102.69M
1737,SKGR,SK Growth Opportunities Corporation,189.41M,12.65,-0.24%,-,"67,629",Shell Companies,Financials,-,3.17M,-,-6.79M
1738,RDCM,RADCOM Ltd.,189.15M,11.80,-2.96%,61.01M,"28,109",Telecom Services,Communication Services,18.23%,6.97M,-,91.27M
1739,SEVN,Seven Hills Realty Trust,188.97M,12.68,-2.16%,29.85M,"22,082",REIT - Mortgage,Real Estate,-14.49%,17.64M,-,-347.05M
1740,CPSS,"Consumer Portfolio Services, Inc.",188.49M,8.79,-2.66%,185.46M,"5,897",Credit Services,Financials,-13.58%,19.20M,233.32M,-3.14B
1741,ARQQ,Arqit Quantum Inc.,188.31M,15.06,-9.93%,293.00K,"300,163",Software - Infrastructure,Technology,-84.88%,-23.98M,-34.13M,17.72M
1742,TCX,Tucows Inc.,188.00M,17.04,-0.29%,362.28M,"28,682",Software - Infrastructure,Technology,6.76%,-109.86M,-76.21M,-578.37M
1743,ARAY,Accuray Incorporated,187.15M,1.820,-3.70%,453.14M,"362,142",Medical Devices,Healthcare,1.26%,-4.37M,-6.97M,-150.91M
1744,BLFY,Blue Foundry Bancorp,186.66M,9.25,-0.64%,40.69M,"32,815",Banks - Regional,Financials,-7.86%,-11.91M,-,-313.80M
1745,NAMI,Jinxin Technology Holding Company,186.49M,2.912,-0.95%,56.13M,"42,365",Internet Content & Information,Communication Services,64.40%,9.29M,5.38M,13.71M
1746,BETRW,Better Home & Finance Holding Company,185.83M,0.0886,-9.31%,108.49M,"3,075",Mortgage Finance,Financials,49.97%,-206.29M,-383.36M,-561.78M
1747,FORR,"Forrester Research, Inc.",185.06M,9.75,2.09%,432.47M,"69,741",Consulting Services,Industrials,-10.05%,-5.75M,-7.26M,32.10M
1748,GENK,"GEN Restaurant Group, Inc.",184.91M,5.58,-3.46%,208.38M,"41,916",Restaurants,Consumer Discretionary,15.12%,592.00K,-6.00M,-139.33M
1749,MYFW,"First Western Financial, Inc.",184.77M,19.04,0.11%,90.07M,"4,396",Banks - Regional,Financials,8.92%,8.47M,-1.76M,105.74M
1750,UTMD,"Utah Medical Products, Inc.",184.31M,56.16,-0.99%,40.90M,"12,995",Medical Instruments & Supplies,Healthcare,-18.56%,13.87M,-,82.64M
1751,SGMO,"Sangamo Therapeutics, Inc.",184.26M,0.820,-4.35%,57.80M,"1,936,757",Biotechnology,Healthcare,-67.20%,-97.94M,-67.41M,11.35M
1752,MPAA,"Motorcar Parts of America, Inc.",183.11M,9.35,-6.69%,753.73M,"93,093",Auto Parts,Consumer Discretionary,4.26%,-17.41M,24.84M,-225.26M
1753,CTNM,"Contineum Therapeutics, Inc.",182.91M,7.07,-5.10%,-,"40,011",Biotechnology,Healthcare,-,-42.26M,-33.36M,198.50M
1754,LOGC,ContextLogic Inc.,182.88M,6.95,-2.11%,43.00M,"312,645",Internet Retail,Consumer Discretionary,-85.02%,-75.00M,-94.00M,149.00M
1755,GNFT,Genfit S.A.,182.84M,3.670,3.38%,86.23M,"5,239",Biotechnology,Healthcare,175.45%,23.86M,-46.21M,-6.60M
1756,PROF,Profound Medical Corp.,182.50M,6.05,-2.26%,10.68M,"406,656",Medical Devices,Healthcare,48.35%,-27.82M,-23.45M,49.79M
1757,AMRN,Amarin Corporation plc,182.32M,0.440,-5.80%,228.61M,"1,130,662",Drug Manufacturers - General,Healthcare,-25.51%,-82.18M,-31.02M,284.55M
1758,BWAY,BrainsWay Ltd.,181.62M,9.30,-3.23%,41.02M,"34,677",Medical Devices,Healthcare,29.04%,2.92M,6.51M,69.35M
1759,SGC,"Superior Group of Companies, Inc.",181.58M,11.02,-0.90%,565.68M,"43,672",Apparel Manufacturing,Consumer Discretionary,4.12%,12.00M,28.99M,-82.33M
1760,NCT,Intercont (Cayman) Limited,181.53M,6.85,-2.14%,25.53M,"162,672",Marine Shipping,Industrials,-21.32%,3.14M,5.00M,-22.56M
1761,LFVN,LifeVantage Corporation,180.99M,14.42,-4.06%,212.15M,"177,045",Packaged Foods,Consumer Staples,0.57%,7.34M,12.88M,8.83M
1762,INGN,"Inogen, Inc.",180.40M,6.80,-4.76%,335.71M,"477,749",Medical Devices,Healthcare,6.35%,-35.89M,-9.09M,94.39M
1763,DRTS,Alpha Tau Medical Ltd.,180.17M,2.560,-3.76%,-,"24,639",Biotechnology,Healthcare,-,-31.75M,-22.02M,47.06M
1764,HMR,Heidmar Maritime Holdings Corp.,179.91M,3.170,-10.45%,36.37M,"607,195",Marine Shipping,Industrials,662.74%,7.36M,-6.22M,9.37M
1765,GSHR,Gesher Acquisition Corp. II,179.67M,10.03,-,-,"16,000",Shell Companies,Financials,-,-45.63K,-,-12.50K
1766,UFG,Uni-Fuels Holdings Limited,178.93M,5.52,0.36%,130.67M,"310,423",Oil & Gas Refining & Marketing,Energy,129.69%,570.35K,761.51K,2.35M
1767,OXSQ,Oxford Square Capital Corp.,178.66M,2.560,-0.39%,42.68M,"513,543",Asset Management,Financials,-17.64%,5.88M,-,-88.67M
1768,TLS,Telos Corporation,178.48M,2.460,-3.91%,108.27M,"215,709",Software - Infrastructure,Technology,-25.52%,-52.52M,-28.19M,44.43M
1769,BETR,Better Home & Finance Holding Company,177.49M,11.70,-4.49%,108.49M,"25,942",Mortgage Finance,Financials,49.97%,-206.29M,-383.36M,-561.78M
1770,FENC,Fennec Pharmaceuticals Inc.,177.40M,6.50,0.62%,47.54M,"35,505",Biotechnology,Healthcare,123.69%,-436.00K,-,7.29M
1771,RZLT,"Rezolute, Inc.",177.37M,2.930,0.34%,-,"714,012",Biotechnology,Healthcare,-,-71.13M,-63.44M,103.38M
1772,SPKL,Spark I Acquisition Corporation,177.36M,10.80,0.47%,-,450,Shell Companies,Financials,-,3.15M,-,-468.10K
1773,OPBK,OP Bancorp,177.10M,11.95,-1.57%,79.28M,"46,172",Banks - Regional,Financials,-2.39%,21.07M,-,32.09M
1774,UHGWW,"United Homes Group, Inc.",176.91M,0.635,0.83%,463.71M,"2,518",Residential Construction,Consumer Discretionary,10.02%,46.91M,-,-97.68M
1775,NBTX,Nanobiotix S.A.,176.23M,3.610,-2.17%,45.22M,"1,236",Biotechnology,Healthcare,526.17%,-35.87M,-1.67M,18.39M
1776,FSFG,"First Savings Financial Group, Inc.",175.98M,25.62,-1.42%,73.62M,"8,350",Banks - Regional,Financials,-8.59%,18.90M,7.61M,-266.93M
1777,HMST,"HomeStreet, Inc.",175.96M,9.30,-1.80%,75.70M,"111,387",Banks - Regional,Financials,-63.80%,-144.34M,-46.41M,-831.52M
1778,ICG,Intchains Group Limited,175.75M,2.930,-2.01%,38.60M,"18,363",Semiconductors,Technology,242.68%,7.06M,-,71.32M
1779,ARQ,"Arq, Inc.",175.62M,4.180,-3.46%,108.96M,"289,155",Pollution & Treatment Controls,Industrials,9.86%,-5.11M,-74.87M,-20.85M
1780,ISTR,Investar Holding Corporation,175.39M,17.85,-1.49%,86.32M,"18,805",Banks - Regional,Financials,3.92%,20.25M,15.42M,-75.20M
1781,MYPS,"PLAYSTUDIOS, Inc.",174.84M,1.310,-5.42%,289.43M,"95,366",Electronic Gaming & Multimedia,Communication Services,-6.90%,-28.69M,41.76M,99.12M
1782,QSG,QuantaSing Group Limited,174.81M,3.420,11.76%,477.14M,"619,230",Education & Training Services,Consumer Staples,-0.07%,57.36M,-,159.55M
1783,BVFL,"BV Financial, Inc.",173.48M,15.26,-1.86%,37.90M,"15,934",Banks - Regional,Financials,-0.33%,11.72M,-,20.62M
1784,EFSI,"Eagle Financial Services, Inc.",173.32M,32.81,-0.39%,70.23M,"11,843",Banks - Regional,Financials,11.27%,15.34M,-,43.65M
1785,MLGO,MicroAlgo Inc.,173.03M,17.35,8.85%,83.50M,"42,009,563",Software - Infrastructure,Technology,643.57%,-29.57M,-669.06K,42.72M
1786,INMB,"INmune Bio, Inc.",172.44M,7.52,1.48%,14.00K,"342,354",Biotechnology,Healthcare,-90.97%,-42.08M,-,20.54M
1787,MDWD,MediWound Ltd.,172.38M,15.95,-6.07%,20.22M,"88,464",Biotechnology,Healthcare,8.22%,-30.22M,-19.90M,36.23M
1788,NKSH,"National Bankshares, Inc.",172.19M,27.08,-2.76%,44.13M,"3,458",Banks - Regional,Financials,-7.88%,7.62M,-,108.12M
1789,ACRS,"Aclaris Therapeutics, Inc.",171.59M,1.590,-1.85%,18.72M,"540,725",Diagnostics & Research,Healthcare,-40.09%,-132.07M,-20.20M,201.30M
1790,FCCO,First Community Corporation,171.52M,22.36,-1.37%,65.13M,"36,238",Banks - Regional,Financials,12.17%,13.96M,9.77M,30.00M
1791,HQI,"HireQuest, Inc.",171.43M,12.22,-9.08%,34.60M,"16,946",Staffing & Employment Services,Industrials,-8.67%,3.67M,-,-4.70M
1792,SMID,Smith-Midland Corporation,171.41M,32.32,-8.10%,76.37M,"8,857",Building Materials,Materials,32.40%,6.51M,3.65M,3.72M
1793,TLSI,"TriSalus Life Sciences, Inc.",171.37M,5.62,2.18%,29.43M,"14,904",Medical Devices,Healthcare,58.99%,-33.25M,-,-15.10M
1794,VUZI,Vuzix Corporation,170.78M,2.240,-0.88%,5.75M,"2,691,129",Consumer Electronics,Technology,-52.56%,-73.54M,-25.10M,17.69M
1795,BCBP,"BCB Bancorp, Inc.",170.77M,9.95,-2.16%,83.39M,"28,746",Banks - Regional,Financials,-18.28%,16.79M,66.50M,-193.44M
1796,BOOM,DMC Global Inc.,169.83M,8.39,-6.05%,642.85M,"122,857",Conglomerates,Industrials,-10.61%,-161.21M,29.31M,-101.98M
1797,TTEC,"TTEC Holdings, Inc.",169.06M,3.540,3.51%,2.21B,"310,102",Information Technology Services,Technology,-10.36%,-320.97M,-103.99M,-997.11M
1798,IPHA,Innate Pharma S.A.,169.04M,1.980,0.51%,20.83M,"11,726",Biotechnology,Healthcare,-67.36%,-51.22M,-7.89M,51.53M
1799,VOXX,VOXX International Corporation,168.96M,7.50,-,397.41M,"390,909",Consumer Electronics,Technology,-20.10%,-71.78M,3.97M,-17.80M
1800,TARA,"Protara Therapeutics, Inc.",168.39M,4.580,0.88%,-,"112,992",Biotechnology,Healthcare,-,-44.60M,-35.87M,165.81M
1801,AVR,Anteris Technologies Global Corp.,168.30M,3.800,-9.63%,2.70M,"309,779",Medical Instruments & Supplies,Healthcare,-1.17%,-76.29M,-63.51M,69.06M
1802,FDMT,"4D Molecular Therapeutics, Inc.",168.08M,3.630,1.97%,37.00K,"616,236",Biotechnology,Healthcare,-99.82%,-160.87M,-138.37M,480.85M
1803,ADUR,Aduro Clean Technologies Inc.,167.82M,5.05,-1.94%,213.43K,"71,269",Pollution & Treatment Controls,Industrials,23.94%,-6.69M,-5.11M,6.54M
1804,UHG,"United Homes Group, Inc.",167.54M,2.860,-5.30%,463.71M,"26,280",Residential Construction,Consumer Discretionary,10.02%,46.91M,-,-97.68M
1805,ISPR,Ispire Technology Inc.,167.28M,2.930,0.34%,148.52M,"25,269",Tobacco,Consumer Staples,5.10%,-23.03M,1.20M,31.56M
1806,OBIO,"Orchestra BioMed Holdings, Inc.",167.26M,4.400,-4.35%,2.65M,"35,299",Biotechnology,Healthcare,-26.49%,-57.69M,-48.17M,65.09M
1807,NMRA,"Neumora Therapeutics, Inc.",166.84M,1.030,-6.36%,-,"535,317",Biotechnology,Healthcare,-,-243.79M,-182.94M,305.73M
1808,MRCC,Monroe Capital Corporation,166.83M,7.70,1.18%,60.53M,"76,544",Asset Management,Financials,-5.86%,9.70M,-,-282.93M
1809,HITI,High Tide Inc.,166.82M,1.970,-3.90%,370.83M,"506,537",Pharmaceutical Retailers,Healthcare,7.84%,-4.70M,14.33M,-22.45M
1810,LNSR,"LENSAR, Inc.",166.59M,14.13,-0.07%,53.49M,"172,381",Medical Devices,Healthcare,26.87%,-31.40M,-2.43M,19.84M
1811,STRT,Strattec Security Corporation,165.97M,39.78,-3.28%,552.80M,"13,270",Auto Parts,Consumer Discretionary,7.69%,16.15M,31.58M,29.63M
1812,AARD,"Aardvark Therapeutics, Inc.",165.52M,7.74,-13.03%,-,"142,637",Biotechnology,Healthcare,-,-13.85M,-11.62M,81.49M
1813,SKIN,The Beauty Health Company,165.32M,1.320,-2.94%,334.29M,"372,175",Household & Personal Products,Consumer Staples,-16.01%,-29.10M,15.38M,-198.10M
1814,RITR,Reitar Logtech Holdings Limited,164.85M,2.640,-1.86%,47.95M,"8,645",Engineering & Construction,Industrials,278.44%,5.19M,-6.46M,-3.87M
1815,CGC,Canopy Growth Corporation,164.79M,0.986,-6.13%,192.34M,"7,127,049",Drug Manufacturers - Specialty & Generic,Healthcare,-5.41%,-326.42M,-113.59M,-212.72M
1816,GDHG,Golden Heaven Group Holdings Ltd.,163.99M,4.750,8.94%,22.33M,"2,956,324",Leisure,Consumer Discretionary,-29.74%,-1.80M,-3.09M,10.03M
1817,POWW,"AMMO, Inc.",163.88M,1.380,-2.13%,135.50M,"247,354",Aerospace & Defense,Industrials,-14.05%,-24.66M,10.96M,36.17M
1818,KRRO,"Korro Bio, Inc.",163.74M,17.44,-5.11%,2.27M,"61,477",Biotechnology,Healthcare,-,-83.58M,-77.98M,118.29M
1819,DMAC,DiaMedica Therapeutics Inc.,163.71M,3.820,-7.73%,-,"160,050",Biotechnology,Healthcare,-,-24.44M,-22.10M,43.81M
1820,HNVR,"Hanover Bancorp, Inc.",163.10M,22.65,1.34%,63.49M,"5,337",Banks - Regional,Financials,5.04%,11.96M,4.61M,20.41M
1821,FULC,"Fulcrum Therapeutics, Inc.",162.48M,3.010,-2.59%,80.00M,"141,038",Biotechnology,Healthcare,"2,752.05%",-9.73M,-2.50M,232.39M
1822,SLN,Silence Therapeutics plc,162.45M,3.440,-6.78%,43.26M,"208,482",Biotechnology,Healthcare,36.71%,-45.31M,-67.85M,147.22M
1823,IBAC,IB Acquisition Corp.,162.06M,10.29,0.19%,-,"1,636",Shell Companies,Financials,-,2.86M,-,762.56K
1824,MKTW,"MarketWise, Inc.",161.67M,0.498,-0.22%,408.70M,"712,361",Financial Data & Stock Exchanges,Financials,-8.81%,7.06M,-22.28M,93.51M
1825,FGMC,FG Merger II Corp.,161.64M,4.820,-41.29%,-,"47,084",Shell Companies,Financials,-,-25.85K,-,-78.72K
1826,BZUN,Baozun Inc.,161.62M,2.800,-4.44%,1.29B,"226,834",Internet Retail,Consumer Discretionary,6.93%,-25.37M,-,68.37M
1827,RAPT,"RAPT Therapeutics, Inc.",161.05M,1.220,-13.78%,-,"580,877",Biotechnology,Healthcare,-,-129.87M,-83.42M,226.56M
1828,RANG,Range Capital Acquisition Corp.,160.86M,10.03,0.10%,-,100,Shell Companies,Financials,-,-,-,-
1829,KLRS,"Kalaris Therapeutics, Inc.",160.84M,8.60,-4.55%,-,"18,580",Biotechnology,Healthcare,-,-69.17M,-,-18.27M
1830,MRBK,Meridian Corporation,160.03M,14.35,-1.31%,100.94M,"44,927",Banks - Regional,Financials,7.27%,16.35M,9.03M,-153.74M
1831,LYEL,"Lyell Immunopharma, Inc.",159.78M,0.541,-8.83%,61.00K,"608,817",Biotechnology,Healthcare,-53.08%,-342.99M,-162.86M,324.57M
1832,OPRX,OptimizeRx Corporation,159.76M,8.64,-1.14%,92.13M,"199,476",Health Information Services,Healthcare,28.81%,-20.11M,4.78M,-19.81M
1833,BFIN,BankFinancial Corporation,159.75M,12.82,-1.31%,49.10M,"10,472",Banks - Regional,Financials,-12.22%,4.07M,5.47M,76.74M
1834,ESOA,Energy Services of America Corporation,159.69M,9.53,-0.31%,362.36M,"208,418",Engineering & Construction,Industrials,8.42%,23.92M,14.43M,-41.89M
1835,CURI,CuriosityStream Inc.,159.62M,2.770,-2.46%,51.13M,"161,203",Broadcasting,Communication Services,-10.12%,-12.94M,8.15M,27.78M
1836,EML,The Eastern Company,159.59M,26.05,-2.54%,272.75M,"2,727",Tools & Accessories,Industrials,5.37%,-8.53M,10.84M,-44.18M
1837,TNGX,"Tango Therapeutics, Inc.",158.92M,1.470,-8.70%,42.07M,"475,283",Biotechnology,Healthcare,15.17%,-130.30M,-132.26M,221.42M
1838,IKT,"Inhibikase Therapeutics, Inc.",158.84M,2.290,-3.38%,1.00,"104,746",Biotechnology,Healthcare,-,-27.52M,-19.15M,97.43M
1839,ESHA,ESH Acquisition Corp.,158.36M,10.80,-1.73%,-,111,Shell Companies,Financials,-,4.26M,-,1.46M
1840,THRD,"Third Harmonic Bio, Inc.",158.31M,3.510,0.57%,-,"316,725",Biotechnology,Healthcare,-,-45.47M,-34.51M,281.86M
1841,RELL,"Richardson Electronics, Ltd.",158.06M,10.97,-4.44%,202.97M,"75,025",Electronic Components,Technology,-10.16%,470.00K,7.76M,24.31M
1842,HCVI,Hennessy Capital Investment Corp. VI,157.97M,10.79,-0.23%,-,850,Shell Companies,Financials,-,-16.40M,-,-9.10M
1843,ATLO,Ames National Corporation,157.89M,17.71,-0.51%,53.46M,"5,346",Banks - Regional,Financials,2.24%,10.22M,14.00M,8.78M
1844,EPSN,Epsilon Energy Ltd.,157.80M,7.17,0.42%,31.52M,"86,881",Oil & Gas Exploration & Production,Energy,2.58%,1.93M,-19.73M,6.04M
1845,PDEX,"Pro-Dex, Inc.",157.28M,48.23,-3.50%,61.00M,"24,916",Medical Instruments & Supplies,Healthcare,26.45%,6.75M,1.64M,-11.45M
1846,FRAF,Franklin Financial Services Corporation,157.19M,35.40,-0.20%,69.21M,"17,333",Banks - Regional,Financials,5.24%,11.10M,19.19M,-18.85M
1847,LARK,"Landmark Bancorp, Inc.",156.57M,27.11,-1.42%,58.17M,"19,383",Banks - Regional,Financials,3.55%,13.00M,-,-64.12M
1848,UBFO,United Security Bancshares,156.51M,9.07,-0.77%,48.60M,"16,846",Banks - Regional,Financials,-9.04%,14.78M,18.60M,41.48M
1849,MOLN,Molecular Partners AG,156.32M,4.564,6.13%,5.48M,"3,936",Biotechnology,Healthcare,-29.38%,-59.64M,-68.04M,162.21M
1850,PBYI,"Puma Biotechnology, Inc.",155.78M,3.140,-0.32%,230.47M,"243,927",Biotechnology,Healthcare,-2.19%,30.28M,38.86M,26.88M
1851,RFAI,RF Acquisition Corp II,155.68M,10.37,-,-,5,Shell Companies,Financials,-,3.44M,-,958.79K
1852,VIRC,Virco Mfg. Corporation,155.24M,9.53,-1.35%,280.38M,"58,928","Furnishings, Fixtures & Appliances",Consumer Discretionary,5.68%,25.03M,40.10M,-3.58M
1853,BRLT,"Brilliant Earth Group, Inc.",154.61M,1.560,-3.11%,422.16M,"50,932",Luxury Goods,Consumer Discretionary,-5.43%,541.00K,12.69M,64.26M
